path,label,resolution,frame_count,fps,set
Celeb-real\id48_0003.mp4,1,850x476,335.0,30.0,train
Celeb-real/id36_0002.mp4,1,,,,test
YouTube-real\00217.mp4,1,892x500,324.0,30.0,train
Celeb-synthesis\id8_id7_0007.mp4,0,944x500,387.0,30.0,val
Celeb-synthesis\id31_id38_0002.mp4,0,850x472,485.0,30.0,val
Celeb-synthesis\id39_id42_0006.mp4,0,846x480,335.0,30.0,train
YouTube-real\00080.mp4,1,892x500,478.0,30.0,train
Celeb-real\id35_0006.mp4,1,848x466,228.0,30.0,train
Celeb-synthesis\id30_id32_0008.mp4,0,850x472,497.0,30.0,val
YouTube-real\00069.mp4,1,892x500,432.0,30.0,train
Celeb-synthesis\id33_id21_0002.mp4,0,848x466,452.0,30.0,val
Celeb-real/id16_0010.mp4,1,,,,test
YouTube-real\00079.mp4,1,888x500,386.0,30.0,train
Celeb-real/id3_0008.mp4,1,,,,test
Celeb-synthesis\id57_id53_0007.mp4,0,856x478,441.0,30.0,train
Celeb-real/id2_0001.mp4,1,,,,test
Celeb-synthesis\id16_id0_0003.mp4,0,950x500,303.0,30.0,val
Celeb-real\id50_0004.mp4,1,856x478,473.0,30.0,train
Celeb-synthesis/id19_id20_0004.mp4,0,,,,test
Celeb-synthesis\id52_id54_0005.mp4,0,856x478,464.0,30.0,train
Celeb-synthesis\id37_id34_0000.mp4,0,856x478,502.0,30.0,train
YouTube-real\00240.mp4,1,892x500,471.0,30.0,train
Celeb-synthesis\id34_id38_0003.mp4,0,848x466,394.0,30.0,train
Celeb-real\id55_0001.mp4,1,856x478,322.0,30.0,train
Celeb-real\id44_0002.mp4,1,844x474,315.0,30.0,train
Celeb-synthesis\id31_id29_0003.mp4,0,850x472,467.0,30.0,train
Celeb-real\id24_0006.mp4,1,564x470,339.0,30.0,train
Celeb-real\id37_0003.mp4,1,856x478,353.0,30.0,train
Celeb-real\id17_0001.mp4,1,532x500,315.0,30.0,train
YouTube-real\00132.mp4,1,892x500,350.0,30.0,train
Celeb-synthesis\id28_id34_0008.mp4,0,842x468,342.0,30.0,train
Celeb-synthesis\id38_id23_0004.mp4,0,856x478,457.0,30.0,val
YouTube-real\00113.mp4,1,892x500,504.0,30.0,train
YouTube-real\00002.mp4,1,892x500,512.0,30.0,train
Celeb-synthesis\id39_id47_0000.mp4,0,840x406,321.0,30.0,train
Celeb-synthesis\id21_id28_0005.mp4,0,812x456,165.0,30.0,train
Celeb-real\id26_0002.mp4,1,848x472,322.0,30.0,train
YouTube-real\00277.mp4,1,856x478,465.0,30.0,train
YouTube-real\00054.mp4,1,892x500,417.0,30.0,train
YouTube-real\00115.mp4,1,892x500,312.0,30.0,train
Celeb-synthesis\id28_id22_0005.mp4,0,846x474,332.0,30.0,train
Celeb-real\id21_0001.mp4,1,852x480,262.0,30.0,val
Celeb-synthesis/id37_id3_0006.mp4,0,,,,test
YouTube-real\00196.mp4,1,892x500,480.0,30.0,train
Celeb-synthesis\id0_id3_0005.mp4,0,944x500,459.0,30.0,train
Celeb-synthesis\id1_id6_0000.mp4,0,584x500,365.0,30.0,train
Celeb-synthesis\id4_id30_0005.mp4,0,944x500,467.0,30.0,val
Celeb-real\id28_0009.mp4,1,842x468,331.0,30.0,train
Celeb-real\id32_0005.mp4,1,848x466,431.0,30.0,train
Celeb-synthesis\id56_id54_0000.mp4,0,856x478,469.0,30.0,train
Celeb-real\id20_0004.mp4,1,844x452,325.0,30.0,train
YouTube-real\00029.mp4,1,888x500,463.0,30.0,train
Celeb-synthesis\id52_id49_0008.mp4,0,856x478,551.0,30.0,train
YouTube-real\00149.mp4,1,888x500,506.0,30.0,train
YouTube-real/00023.mp4,1,,,,test
Celeb-synthesis\id44_id45_0005.mp4,0,848x472,333.0,30.0,train
Celeb-synthesis\id16_id6_0013.mp4,0,590x500,311.0,30.0,train
Celeb-synthesis\id27_id22_0006.mp4,0,626x500,295.0,30.0,train
Celeb-synthesis\id37_id4_0004.mp4,0,856x478,370.0,30.0,train
YouTube-real/00256.mp4,1,,,,test
YouTube-real\00077.mp4,1,888x500,475.0,30.0,train
YouTube-real\00036.mp4,1,892x500,550.0,30.0,train
Celeb-synthesis\id4_id20_0009.mp4,0,944x500,483.0,30.0,val
Celeb-synthesis\id55_id51_0009.mp4,0,856x478,610.0,30.0,train
Celeb-synthesis\id4_id35_0002.mp4,0,944x500,491.0,30.0,train
Celeb-synthesis\id28_id33_0009.mp4,0,842x468,331.0,30.0,train
Celeb-synthesis\id0_id17_0006.mp4,0,944x500,534.0,30.0,train
Celeb-real\id41_0007.mp4,1,844x474,332.0,30.0,val
Celeb-synthesis\id26_id31_0005.mp4,0,526x474,336.0,30.0,train
Celeb-synthesis\id17_id23_0005.mp4,0,894x500,312.0,30.0,train
Celeb-real\id53_0006.mp4,1,856x478,485.0,30.0,train
Celeb-synthesis\id10_id7_0001.mp4,0,948x500,105.0,30.0,train
Celeb-synthesis\id35_id6_0007.mp4,0,848x466,399.0,30.0,train
Celeb-synthesis\id28_id1_0009.mp4,0,842x468,331.0,30.0,val
Celeb-synthesis\id54_id49_0000.mp4,0,856x478,483.0,30.0,train
Celeb-synthesis\id20_id38_0008.mp4,0,674x500,338.0,30.0,val
Celeb-synthesis\id56_id52_0002.mp4,0,856x478,362.0,30.0,train
YouTube-real\00250.mp4,1,782x440,299.0,30.0,train
Celeb-synthesis\id34_id21_0008.mp4,0,848x466,516.0,30.0,train
YouTube-real\00063.mp4,1,888x500,477.0,30.0,train
Celeb-real\id31_0004.mp4,1,850x472,465.0,30.0,train
Celeb-synthesis\id23_id0_0001.mp4,0,846x476,309.0,30.0,train
Celeb-real\id27_0007.mp4,1,342x468,331.0,30.0,train
Celeb-real\id27_0009.mp4,1,844x472,311.0,30.0,train
Celeb-synthesis\id16_id35_0003.mp4,0,950x500,303.0,30.0,train
Celeb-synthesis\id39_id43_0004.mp4,0,850x476,280.0,30.0,train
Celeb-synthesis\id39_id45_0004.mp4,0,850x476,280.0,30.0,val
Celeb-real\id35_0004.mp4,1,848x466,256.0,30.0,train
Celeb-synthesis\id17_id0_0007.mp4,0,894x500,274.0,30.0,train
YouTube-real/00255.mp4,1,,,,test
Celeb-synthesis\id30_id6_0000.mp4,0,850x472,504.0,30.0,train
Celeb-synthesis\id43_id42_0002.mp4,0,848x480,335.0,30.0,train
Celeb-synthesis\id49_id50_0007.mp4,0,856x478,383.0,30.0,train
Celeb-real\id21_0007.mp4,1,812x456,317.0,30.0,val
Celeb-synthesis\id37_id21_0006.mp4,0,856x478,454.0,30.0,val
YouTube-real\00284.mp4,1,856x478,463.0,30.0,val
Celeb-synthesis\id57_id50_0008.mp4,0,856x478,455.0,29.800001600976888,train
Celeb-real\id37_0006.mp4,1,856x478,454.0,30.0,train
Celeb-real\id49_0001.mp4,1,856x478,460.0,30.0,train
Celeb-real/id51_0005.mp4,1,,,,test
Celeb-synthesis\id28_id6_0005.mp4,0,846x474,332.0,30.0,train
Celeb-real\id3_0009.mp4,1,884x498,497.0,30.0,train
YouTube-real/00024.mp4,1,,,,test
YouTube-real\00165.mp4,1,892x500,470.0,30.0,train
Celeb-real\id56_0006.mp4,1,856x478,267.0,30.0,train
Celeb-real/id45_0003.mp4,1,,,,test
Celeb-synthesis\id28_id30_0005.mp4,0,846x474,332.0,30.0,train
Celeb-real\id21_0004.mp4,1,812x456,225.0,30.0,train
Celeb-real\id9_0003.mp4,1,942x500,492.0,30.0,train
YouTube-real\00213.mp4,1,888x500,461.0,30.0,train
YouTube-real\00181.mp4,1,892x500,391.0,30.0,train
Celeb-real/id48_0003.mp4,1,,,,test
Celeb-real\id29_0002.mp4,1,852x480,434.0,30.0,train
Celeb-synthesis\id28_id25_0006.mp4,0,846x474,323.0,30.0,train
Celeb-synthesis\id24_id26_0002.mp4,0,438x480,317.0,30.0,train
Celeb-synthesis\id46_id42_0000.mp4,0,822x458,335.0,30.0,val
Celeb-real\id16_0008.mp4,1,950x500,337.0,30.0,train
Celeb-synthesis\id2_id1_0009.mp4,0,634x500,322.0,30.0,train
Celeb-real\id42_0001.mp4,1,426x448,315.0,30.0,train
Celeb-real/id8_0000.mp4,1,,,,test
Celeb-synthesis\id43_id40_0002.mp4,0,848x480,335.0,30.0,val
Celeb-synthesis\id6_id17_0005.mp4,0,944x500,372.0,30.0,train
YouTube-real\00253.mp4,1,782x440,261.0,30.0,val
YouTube-real/00280.mp4,1,,,,test
Celeb-synthesis\id56_id55_0001.mp4,0,856x478,464.0,30.0,train
YouTube-real/00258.mp4,1,,,,test
YouTube-real/00133.mp4,1,,,,test
Celeb-real\id26_0000.mp4,1,848x472,327.0,30.0,train
YouTube-real/00285.mp4,1,,,,test
Celeb-real\id44_0004.mp4,1,848x472,331.0,30.0,train
Celeb-real\id31_0006.mp4,1,850x472,365.0,30.0,val
Celeb-real\id17_0005.mp4,1,894x500,312.0,30.0,train
YouTube-real\00229.mp4,1,892x500,533.0,30.0,train
Celeb-real\id13_0006.mp4,1,942x500,333.0,30.0,train
Celeb-synthesis\id23_id1_0000.mp4,0,846x476,318.0,30.0,train
Celeb-synthesis\id30_id29_0004.mp4,0,850x472,404.0,30.0,train
YouTube-real\00286.mp4,1,856x478,462.0,30.0,train
Celeb-synthesis\id51_id56_0002.mp4,0,856x478,302.0,30.0,train
Celeb-synthesis/id19_id20_0000.mp4,0,,,,test
Celeb-synthesis\id1_id3_0001.mp4,0,532x500,272.0,30.0,train
Celeb-real\id38_0002.mp4,1,856x478,301.0,30.0,train
Celeb-synthesis\id45_id39_0007.mp4,0,848x472,333.0,30.0,train
YouTube-real\00159.mp4,1,892x500,448.0,30.0,train
YouTube-real\00133.mp4,1,888x500,499.0,30.0,val
Celeb-synthesis/id34_id33_0005.mp4,0,,,,test
Celeb-synthesis\id52_id50_0008.mp4,0,856x478,551.0,30.0,train
Celeb-real\id20_0003.mp4,1,844x452,337.0,30.0,train
Celeb-synthesis\id33_id38_0005.mp4,0,848x466,376.0,30.0,train
Celeb-synthesis\id39_id42_0003.mp4,0,850x476,315.0,30.0,train
Celeb-real\id7_0004.mp4,1,942x500,740.0,30.0,train
Celeb-synthesis\id40_id41_0007.mp4,0,848x478,331.0,30.0,train
Celeb-real\id3_0004.mp4,1,514x500,499.0,30.0,train
YouTube-real\00185.mp4,1,892x500,474.0,30.0,val
Celeb-synthesis\id56_id51_0000.mp4,0,856x478,469.0,30.0,train
Celeb-synthesis\id6_id21_0008.mp4,0,944x500,381.0,30.0,train
Celeb-synthesis/id31_id16_0002.mp4,0,,,,test
Celeb-synthesis\id9_id30_0005.mp4,0,944x500,420.0,30.0,train
Celeb-synthesis\id8_id3_0003.mp4,0,944x500,399.0,30.0,train
Celeb-real\id1_0001.mp4,1,530x500,276.0,30.0,train
Celeb-synthesis\id9_id37_0009.mp4,0,944x500,314.0,30.0,train
Celeb-synthesis\id56_id50_0003.mp4,0,856x478,447.0,30.0,val
Celeb-real\id28_0004.mp4,1,846x474,311.0,30.0,train
Celeb-real/id32_0003.mp4,1,,,,test
Celeb-synthesis\id37_id16_0002.mp4,0,856x478,458.0,30.0,train
Celeb-real/id28_0009.mp4,1,,,,test
Celeb-real\id59_0003.mp4,1,856x478,479.0,30.0,val
Celeb-real\id32_0001.mp4,1,850x472,571.0,30.0,train
Celeb-real\id12_0003.mp4,1,922x500,379.0,30.0,train
YouTube-real\00106.mp4,1,892x500,327.0,30.0,train
Celeb-synthesis\id4_id23_0009.mp4,0,944x500,483.0,30.0,train
Celeb-synthesis\id2_id17_0001.mp4,0,608x500,376.0,30.0,train
Celeb-synthesis\id43_id48_0000.mp4,0,852x478,319.0,30.0,train
Celeb-synthesis/id32_id33_0004.mp4,0,,,,test
Celeb-synthesis\id28_id6_0001.mp4,0,846x474,333.0,30.0,train
Celeb-real\id8_0008.mp4,1,942x500,570.0,30.0,train
Celeb-synthesis\id2_id30_0008.mp4,0,888x500,516.0,30.0,val
Celeb-real\id34_0002.mp4,1,848x466,322.0,30.0,val
Celeb-synthesis\id12_id7_0001.mp4,0,950x500,398.0,30.0,train
Celeb-real\id61_0006.mp4,1,856x478,470.0,30.0,train
Celeb-synthesis\id50_id52_0004.mp4,0,856x478,473.0,30.0,train
Celeb-synthesis\id3_id6_0005.mp4,0,490x500,398.0,30.0,train
Celeb-real\id36_0009.mp4,1,486x480,307.0,30.0,train
Celeb-real/id9_0000.mp4,1,,,,test
Celeb-real\id54_0006.mp4,1,856x478,441.0,30.0,train
Celeb-synthesis\id21_id37_0008.mp4,0,472x500,322.0,30.0,train
Celeb-synthesis\id31_id3_0007.mp4,0,850x472,455.0,30.0,train
YouTube-real/00286.mp4,1,,,,test
Celeb-synthesis/id2_id16_0004.mp4,0,,,,test
Celeb-real/id22_0009.mp4,1,,,,test
YouTube-real\00231.mp4,1,892x500,477.0,30.0,train
Celeb-synthesis\id51_id55_0007.mp4,0,856x478,450.0,30.0,val
Celeb-real/id36_0001.mp4,1,,,,test
Celeb-real\id56_0004.mp4,1,856x478,449.0,30.0,train
YouTube-real\00262.mp4,1,782x440,325.0,30.0,train
YouTube-real\00194.mp4,1,892x500,462.0,30.0,train
Celeb-real/id26_0008.mp4,1,,,,test
Celeb-synthesis\id21_id17_0000.mp4,0,852x480,234.0,30.0,train
YouTube-real\00283.mp4,1,856x478,394.0,30.0,val
Celeb-real\id47_0006.mp4,1,694x456,334.0,30.0,train
Celeb-synthesis\id32_id37_0006.mp4,0,848x466,464.0,30.0,train
YouTube-real\00190.mp4,1,892x500,465.0,30.0,train
YouTube-real\00287.mp4,1,856x478,468.0,30.0,val
Celeb-synthesis\id26_id30_0003.mp4,0,848x472,249.0,30.0,train
Celeb-synthesis\id47_id41_0003.mp4,0,540x456,295.0,30.0,val
Celeb-synthesis\id31_id9_0002.mp4,0,850x472,485.0,30.0,train
Celeb-synthesis\id29_id32_0001.mp4,0,852x480,310.0,30.0,train
YouTube-real\00120.mp4,1,888x500,468.0,30.0,train
Celeb-synthesis\id32_id29_0000.mp4,0,850x472,516.0,30.0,train
Celeb-real\id25_0003.mp4,1,850x472,250.0,30.0,train
YouTube-real\00081.mp4,1,892x500,452.0,30.0,train
Celeb-real\id30_0001.mp4,1,850x472,451.0,30.0,train
Celeb-real/id31_0003.mp4,1,,,,test
YouTube-real\00221.mp4,1,892x500,448.0,30.0,train
YouTube-real\00097.mp4,1,892x500,502.0,30.0,val
Celeb-real/id56_0000.mp4,1,,,,test
YouTube-real\00243.mp4,1,892x500,461.0,30.0,train
Celeb-synthesis\id23_id0_0008.mp4,0,814x464,308.0,30.0,train
Celeb-synthesis\id16_id1_0003.mp4,0,950x500,303.0,30.0,train
YouTube-real\00167.mp4,1,892x500,477.0,30.0,train
Celeb-real\id28_0003.mp4,1,846x474,332.0,30.0,train
Celeb-synthesis\id38_id29_0004.mp4,0,856x478,457.0,30.0,val
Celeb-synthesis\id31_id32_0003.mp4,0,850x472,467.0,30.0,train
Celeb-synthesis\id56_id58_0006.mp4,0,856x478,267.0,30.0,train
YouTube-real\00160.mp4,1,892x500,490.0,30.0,train
Celeb-synthesis\id30_id9_0008.mp4,0,850x472,497.0,30.0,train
Celeb-real\id43_0002.mp4,1,848x480,335.0,30.0,train
Celeb-synthesis\id3_id16_0001.mp4,0,528x500,380.0,30.0,train
Celeb-real/id39_0005.mp4,1,,,,test
Celeb-synthesis\id50_id53_0005.mp4,0,856x478,489.0,29.599986548517816,train
Celeb-synthesis\id52_id49_0006.mp4,0,856x478,455.0,29.69999738901122,train
Celeb-synthesis\id57_id56_0003.mp4,0,856x478,455.0,30.0,train
Celeb-synthesis\id52_id54_0008.mp4,0,856x478,551.0,30.0,val
Celeb-synthesis\id30_id17_0009.mp4,0,850x472,479.0,30.0,train
Celeb-real\id5_0006.mp4,1,942x500,307.0,30.0,val
YouTube-real\00055.mp4,1,888x500,468.0,30.0,train
YouTube-real\00047.mp4,1,892x500,489.0,30.0,val
Celeb-synthesis\id28_id38_0004.mp4,0,846x474,311.0,30.0,val
Celeb-real\id24_0002.mp4,1,438x480,317.0,30.0,train
Celeb-synthesis\id2_id6_0001.mp4,0,608x500,376.0,30.0,train
YouTube-real/00282.mp4,1,,,,test
Celeb-real\id39_0001.mp4,1,836x474,315.0,30.0,val
Celeb-synthesis\id9_id35_0002.mp4,0,944x500,364.0,30.0,train
Celeb-real\id27_0000.mp4,1,834x458,317.0,30.0,train
Celeb-real\id13_0008.mp4,1,942x500,459.0,30.0,train
Celeb-synthesis\id1_id6_0007.mp4,0,518x500,328.0,30.0,train
Celeb-synthesis\id43_id40_0005.mp4,0,848x474,333.0,30.0,train
Celeb-real\id37_0009.mp4,1,856x478,473.0,30.0,train
Celeb-real/id37_0005.mp4,1,,,,test
Celeb-synthesis\id35_id29_0003.mp4,0,848x466,454.0,30.0,val
Celeb-real\id54_0003.mp4,1,856x478,314.0,30.0,train
Celeb-real\id6_0004.mp4,1,942x500,458.0,30.0,train
Celeb-synthesis\id45_id47_0002.mp4,0,848x472,286.0,30.0,train
Celeb-real\id6_0005.mp4,1,942x500,372.0,30.0,val
Celeb-synthesis\id20_id31_0005.mp4,0,844x452,324.0,30.0,train
Celeb-synthesis\id3_id37_0002.mp4,0,530x500,428.0,30.0,train
Celeb-real\id24_0007.mp4,1,850x472,308.0,30.0,train
YouTube-real\00257.mp4,1,782x440,322.0,30.0,train
YouTube-real\00007.mp4,1,888x500,474.0,30.0,train
Celeb-real\id38_0004.mp4,1,856x478,457.0,30.0,val
Celeb-synthesis\id30_id23_0006.mp4,0,850x472,366.0,30.0,train
Celeb-real\id13_0012.mp4,1,942x500,510.0,30.0,train
YouTube-real\00072.mp4,1,888x500,478.0,30.0,train
Celeb-synthesis\id43_id46_0009.mp4,0,666x500,334.0,30.0,train
Celeb-real\id0_0006.mp4,1,942x500,534.0,30.0,val
Celeb-synthesis\id9_id16_0005.mp4,0,944x500,420.0,30.0,train
Celeb-real\id7_0000.mp4,1,942x500,280.0,30.0,train
Celeb-synthesis\id26_id17_0008.mp4,0,834x458,318.0,30.0,train
Celeb-synthesis\id21_id33_0004.mp4,0,812x456,225.0,30.0,train
Celeb-synthesis\id5_id60_0001.mp4,0,944x500,380.0,30.0,train
Celeb-real\id29_0008.mp4,1,852x480,450.0,30.0,train
Celeb-real\id45_0006.mp4,1,848x472,317.0,30.0,train
Celeb-synthesis\id17_id9_0003.mp4,0,612x440,247.0,30.0,train
YouTube-real\00010.mp4,1,888x500,422.0,30.0,train
Celeb-synthesis\id58_id53_0002.mp4,0,856x478,466.0,30.0,train
Celeb-real\id10_0001.mp4,1,948x500,145.0,30.0,train
Celeb-real\id24_0004.mp4,1,470x472,321.0,30.0,train
Celeb-synthesis\id16_id31_0007.mp4,0,950x500,284.0,30.0,train
Celeb-real\id4_0008.mp4,1,942x500,326.0,30.0,train
Celeb-real\id54_0001.mp4,1,856x478,579.0,30.0,val
YouTube-real\00274.mp4,1,856x478,460.0,30.0,train
YouTube-real\00034.mp4,1,892x500,505.0,30.0,val
Celeb-synthesis\id38_id32_0001.mp4,0,856x478,261.0,30.0,val
Celeb-real\id57_0005.mp4,1,856x478,468.0,30.0,train
Celeb-synthesis\id57_id55_0002.mp4,0,856x478,313.0,30.0,val
Celeb-real\id1_0005.mp4,1,510x500,422.0,30.0,val
YouTube-real\00123.mp4,1,892x500,303.0,30.0,train
Celeb-real\id25_0000.mp4,1,850x472,243.0,30.0,val
Celeb-real/id2_0003.mp4,1,,,,test
Celeb-synthesis\id0_id2_0001.mp4,0,944x500,303.0,30.0,train
YouTube-real/00274.mp4,1,,,,test
Celeb-synthesis\id11_id7_0007.mp4,0,950x500,320.0,30.0,train
Celeb-real\id4_0005.mp4,1,942x500,467.0,30.0,train
YouTube-real\00235.mp4,1,892x500,496.0,30.0,train
Celeb-synthesis\id2_id30_0007.mp4,0,638x500,470.0,30.0,train
Celeb-synthesis\id3_id37_0009.mp4,0,884x500,497.0,30.0,train
Celeb-synthesis\id31_id6_0002.mp4,0,850x472,485.0,30.0,val
Celeb-real\id33_0000.mp4,1,848x466,441.0,30.0,val
Celeb-synthesis\id47_id43_0002.mp4,0,836x470,323.0,30.0,train
Celeb-synthesis\id30_id1_0005.mp4,0,850x472,448.0,30.0,train
Celeb-synthesis/id12_id7_0006.mp4,0,,,,test
Celeb-real\id57_0009.mp4,1,856x478,335.0,29.69001263425745,train
Celeb-synthesis\id54_id58_0003.mp4,0,856x478,314.0,30.0,val
Celeb-synthesis\id4_id31_0005.mp4,0,944x500,467.0,30.0,train
Celeb-synthesis\id9_id1_0001.mp4,0,944x500,437.0,30.0,train
Celeb-synthesis\id17_id16_0002.mp4,0,556x500,334.0,30.0,val
Celeb-synthesis\id28_id37_0000.mp4,0,844x472,330.0,30.0,train
Celeb-synthesis\id39_id46_0003.mp4,0,850x476,315.0,30.0,train
Celeb-synthesis\id31_id29_0005.mp4,0,850x472,349.0,30.0,train
Celeb-real/id2_0008.mp4,1,,,,test
Celeb-synthesis\id9_id23_0000.mp4,0,944x500,448.0,30.0,val
Celeb-synthesis/id30_id23_0002.mp4,0,,,,test
Celeb-synthesis\id39_id46_0000.mp4,0,840x406,321.0,30.0,train
Celeb-real/id2_0002.mp4,1,,,,test
Celeb-real\id12_0001.mp4,1,950x500,398.0,30.0,train
Celeb-synthesis\id34_id21_0009.mp4,0,848x466,485.0,30.0,train
Celeb-synthesis\id17_id21_0007.mp4,0,894x500,274.0,30.0,train
Celeb-synthesis\id41_id48_0007.mp4,0,844x474,332.0,30.0,train
Celeb-synthesis\id4_id1_0007.mp4,0,944x500,446.0,30.0,train
Celeb-real/id46_0000.mp4,1,,,,test
Celeb-real\id38_0005.mp4,1,856x478,459.0,30.0,val
Celeb-real\id50_0003.mp4,1,856x478,467.0,30.0,train
Celeb-real\id37_0002.mp4,1,856x478,458.0,30.0,train
Celeb-synthesis\id0_id9_0003.mp4,0,944x500,529.0,30.0,train
Celeb-synthesis\id33_id20_0007.mp4,0,848x466,503.0,30.0,train
Celeb-synthesis\id32_id33_0002.mp4,0,850x472,494.0,30.0,train
Celeb-synthesis\id24_id22_0003.mp4,0,286x300,319.0,30.0,train
Celeb-real\id22_0008.mp4,1,846x476,325.0,30.0,train
YouTube-real\00070.mp4,1,888x500,357.0,30.0,train
Celeb-synthesis\id32_id33_0004.mp4,0,544x468,428.0,30.0,train
YouTube-real\00278.mp4,1,856x478,389.0,30.0,train
Celeb-synthesis\id17_id3_0002.mp4,0,556x500,334.0,30.0,train
Celeb-real\id22_0003.mp4,1,846x476,273.0,30.0,train
YouTube-real\00285.mp4,1,856x478,448.0,30.0,train
Celeb-synthesis\id38_id28_0005.mp4,0,856x478,459.0,30.0,train
Celeb-real\id24_0008.mp4,1,850x472,323.0,30.0,train
Celeb-synthesis\id16_id3_0005.mp4,0,950x500,345.0,30.0,train
Celeb-real\id49_0004.mp4,1,856x478,414.0,30.0,train
Celeb-synthesis\id17_id26_0009.mp4,0,894x500,298.0,30.0,train
Celeb-real\id38_0007.mp4,1,856x478,456.0,30.0,train
Celeb-synthesis/id24_id20_0009.mp4,0,,,,test
Celeb-synthesis\id48_id46_0004.mp4,0,850x476,329.0,30.0,train
Celeb-real\id32_0008.mp4,1,848x466,473.0,30.0,train
Celeb-synthesis\id20_id17_0005.mp4,0,844x452,324.0,30.0,train
Celeb-real\id1_0006.mp4,1,572x500,505.0,30.0,train
Celeb-real\id59_0001.mp4,1,856x478,237.0,30.0,train
Celeb-synthesis\id37_id30_0002.mp4,0,856x478,458.0,30.0,train
Celeb-synthesis\id0_id2_0003.mp4,0,944x500,529.0,30.0,train
Celeb-synthesis\id53_id52_0003.mp4,0,856x478,472.0,29.7000006292373,train
Celeb-synthesis\id31_id1_0006.mp4,0,850x472,365.0,30.0,train
Celeb-synthesis\id48_id43_0006.mp4,0,656x500,327.0,30.0,train
Celeb-synthesis\id30_id37_0000.mp4,0,850x472,504.0,30.0,train
YouTube-real/00289.mp4,1,,,,test
Celeb-synthesis\id40_id43_0000.mp4,0,418x466,319.0,30.0,train
