path,label,resolution,frame_count,fps,set
Celeb-synthesis\id46_id41_0005.mp4,0,744x466,342,30,train
Celeb-synthesis\id31_id23_0002.mp4,0,850x472,485,30,train
Celeb-synthesis\id21_id0_0008.mp4,0,472x500,322,30,train
Celeb-synthesis\id37_id4_0006.mp4,0,856x478,454,30,train
Celeb-synthesis\id0_id20_0002.mp4,0,944x500,350,30,train
Celeb-synthesis\id50_id57_0001.mp4,0,856x478,383,30,train
Celeb-synthesis\id16_id1_0009.mp4,0,950x500,315,30,train
Celeb-synthesis\id43_id47_0006.mp4,0,848x474,319,30,train
Celeb-real\id17_0002.mp4,1,556x500,334,30,train
Celeb-synthesis\id26_id25_0001.mp4,0,848x472,320,30,train
YouTube-real\00184.mp4,1,892x500,467,30,train
Celeb-synthesis\id1_id9_0000.mp4,0,584x500,365,30,train
Celeb-synthesis\id37_id31_0003.mp4,0,856x478,353,30,train
Celeb-synthesis\id35_id21_0002.mp4,0,848x466,380,30,train
Celeb-synthesis\id6_id21_0005.mp4,0,944x500,372,30,train
Celeb-synthesis\id19_id23_0006.mp4,0,826x420,338,29.800010775809287,train
Celeb-synthesis\id27_id24_0003.mp4,0,834x458,283,30,train
Celeb-synthesis\id34_id29_0008.mp4,0,848x466,516,30,train
Celeb-synthesis\id37_id1_0003.mp4,0,856x478,353,30,train
Celeb-synthesis\id1_id35_0004.mp4,0,432x500,409,30,train
Celeb-synthesis\id2_id6_0007.mp4,0,638x500,470,30,train
Celeb-synthesis\id3_id0_0007.mp4,0,668x500,361,30,train
Celeb-synthesis\id43_id46_0001.mp4,0,676x500,341,30,train
Celeb-synthesis\id61_id59_0005.mp4,0,856x478,582,30,train
Celeb-synthesis\id21_id29_0008.mp4,0,472x500,322,30,train
Celeb-synthesis\id19_id28_0001.mp4,0,856x432,335,29.558997405867093,train
Celeb-synthesis\id27_id28_0004.mp4,0,834x458,307,30,train
Celeb-synthesis\id32_id33_0000.mp4,0,850x472,516,30,train
Celeb-synthesis\id28_id27_0006.mp4,0,846x474,323,30,train
Celeb-synthesis\id48_id47_0006.mp4,0,656x500,327,30,train
Celeb-synthesis\id30_id16_0004.mp4,0,850x472,404,30,train
Celeb-synthesis\id8_id5_0002.mp4,0,944x500,525,30,train
YouTube-real\00221.mp4,1,892x500,448,30,train
Celeb-synthesis\id32_id21_0000.mp4,0,850x472,516,30,train
Celeb-synthesis\id6_id17_0006.mp4,0,944x500,294,30,train
Celeb-synthesis\id48_id46_0004.mp4,0,850x476,329,30,train
Celeb-synthesis\id58_id51_0007.mp4,0,856x478,314,30,train
Celeb-synthesis\id5_id60_0000.mp4,0,944x500,307,30,train
Celeb-synthesis\id33_id37_0006.mp4,0,848x466,266,30,train
Celeb-synthesis\id47_id42_0001.mp4,0,830x470,316,30,train
Celeb-synthesis\id27_id20_0006.mp4,0,626x500,295,30,train
Celeb-synthesis\id27_id23_0003.mp4,0,834x458,283,30,train
Celeb-synthesis\id16_id17_0011.mp4,0,456x500,272,30,train
YouTube-real\00292.mp4,1,856x478,451,30,train
Celeb-synthesis\id55_id49_0008.mp4,0,856x478,427,30,train
Celeb-synthesis\id38_id35_0005.mp4,0,856x478,459,30,train
Celeb-real\id29_0008.mp4,1,852x480,450,30,train
Celeb-synthesis\id29_id34_0003.mp4,0,852x480,344,30,train
Celeb-synthesis\id40_id46_0000.mp4,0,418x466,319,30,train
Celeb-synthesis\id26_id6_0001.mp4,0,848x472,320,30,train
Celeb-synthesis\id3_id30_0006.mp4,0,568x500,409,30,train
Celeb-synthesis\id57_id55_0004.mp4,0,856x478,451,30,train
Celeb-synthesis\id31_id1_0004.mp4,0,850x472,465,30,train
Celeb-synthesis\id9_id28_0008.mp4,0,944x500,461,30,train
Celeb-synthesis\id9_id16_0006.mp4,0,944x500,401,30,train
Celeb-synthesis\id52_id58_0000.mp4,0,856x478,377,30,train
Celeb-synthesis\id45_id44_0007.mp4,0,848x472,333,30,train
Celeb-synthesis\id9_id1_0006.mp4,0,944x500,401,30,train
Celeb-synthesis\id26_id30_0006.mp4,0,834x458,307,30,train
Celeb-synthesis\id26_id19_0004.mp4,0,848x472,350,30,train
YouTube-real\00058.mp4,1,892x500,507,30,train
Celeb-synthesis\id40_id42_0007.mp4,0,848x478,331,30,train
Celeb-synthesis\id9_id23_0005.mp4,0,944x500,420,30,train
Celeb-synthesis\id2_id30_0003.mp4,0,554x500,383,30,train
Celeb-synthesis\id53_id57_0006.mp4,0,856x478,485,30,train
YouTube-real\00171.mp4,1,888x500,436,30,train
Celeb-synthesis\id26_id16_0000.mp4,0,848x472,327,30,train
Celeb-synthesis\id24_id20_0003.mp4,0,286x300,319,30,train
Celeb-synthesis\id23_id28_0002.mp4,0,846x476,319,30,train
Celeb-synthesis\id35_id28_0005.mp4,0,848x466,295,30,train
Celeb-synthesis\id12_id7_0006.mp4,0,954x500,308,30,train
Celeb-synthesis\id43_id42_0002.mp4,0,848x480,335,30,train
Celeb-real\id41_0006.mp4,1,844x474,321,30,train
Celeb-synthesis\id16_id6_0004.mp4,0,950x500,410,30,train
Celeb-synthesis\id0_id4_0003.mp4,0,944x500,529,30,train
Celeb-synthesis\id47_id39_0004.mp4,0,656x500,314,30,train
Celeb-real\id43_0008.mp4,1,848x474,314,30,train
Celeb-synthesis\id43_id46_0003.mp4,0,848x480,492,30,train
YouTube-real\00160.mp4,1,892x500,490,30,train
Celeb-synthesis\id31_id21_0007.mp4,0,850x472,455,30,train
Celeb-synthesis\id1_id6_0004.mp4,0,432x500,409,30,train
Celeb-synthesis\id21_id2_0004.mp4,0,812x456,225,30,train
Celeb-synthesis\id41_id44_0000.mp4,0,850x472,306,30,train
Celeb-synthesis\id43_id39_0000.mp4,0,852x478,319,30,train
Celeb-synthesis\id3_id4_0004.mp4,0,514x500,499,30,train
Celeb-synthesis\id23_id29_0001.mp4,0,846x476,309,30,train
Celeb-synthesis\id30_id23_0007.mp4,0,850x472,456,30,train
Celeb-synthesis\id30_id6_0002.mp4,0,850x472,465,30,train
Celeb-real\id30_0003.mp4,1,850x472,470,30,train
Celeb-synthesis\id3_id37_0006.mp4,0,568x500,409,30,train
Celeb-synthesis\id16_id31_0010.mp4,0,950x500,325,30,train
Celeb-synthesis\id31_id6_0007.mp4,0,850x472,455,30,train
Celeb-synthesis\id31_id1_0007.mp4,0,850x472,455,30,train
Celeb-synthesis\id28_id38_0008.mp4,0,842x468,342,30,train
Celeb-synthesis\id31_id34_0003.mp4,0,850x472,467,30,train
Celeb-synthesis\id34_id21_0005.mp4,0,848x466,478,30,train
Celeb-synthesis\id28_id20_0009.mp4,0,842x468,331,30,train
Celeb-synthesis\id23_id35_0006.mp4,0,636x480,314,30,train
Celeb-synthesis\id10_id12_0003.mp4,0,958x500,343,30,train
Celeb-synthesis\id38_id34_0008.mp4,0,856x478,492,30,train
Celeb-synthesis\id35_id26_0006.mp4,0,848x466,228,30,train
Celeb-real\id49_0004.mp4,1,856x478,414,30,train
Celeb-real\id0_0002.mp4,1,942x500,350,30,train
Celeb-synthesis\id3_id21_0006.mp4,0,568x500,409,30,train
Celeb-real\id37_0000.mp4,1,856x478,502,30,train
Celeb-synthesis\id6_id35_0007.mp4,0,944x500,557,30,train
Celeb-synthesis\id47_id44_0008.mp4,0,842x476,331,30,train
YouTube-real\00096.mp4,1,892x500,305,30,train
Celeb-synthesis\id46_id45_0008.mp4,0,826x474,309,30,train
Celeb-synthesis\id2_id17_0008.mp4,0,888x500,516,30,train
Celeb-synthesis\id16_id31_0011.mp4,0,456x500,272,30,train
Celeb-synthesis\id45_id46_0007.mp4,0,848x472,333,30,train
Celeb-real\id37_0006.mp4,1,856x478,454,30,train
Celeb-synthesis\id23_id33_0003.mp4,0,846x476,186,30,train
Celeb-synthesis\id31_id23_0007.mp4,0,850x472,455,30,train
Celeb-synthesis\id37_id20_0001.mp4,0,856x478,290,30,train
YouTube-real\00126.mp4,1,888x500,455,30,train
Celeb-synthesis\id32_id35_0001.mp4,0,850x472,571,30,train
Celeb-synthesis\id39_id47_0005.mp4,0,754x500,267,30,train
Celeb-synthesis\id3_id28_0003.mp4,0,650x500,372,30,train
Celeb-synthesis\id61_id60_0002.mp4,0,856x478,465,30,train
Celeb-synthesis\id49_id50_0002.mp4,0,856x478,437,29.899991257312497,train
Celeb-synthesis\id9_id35_0007.mp4,0,944x500,456,30,train
YouTube-real\00137.mp4,1,888x500,353,30,train
Celeb-real\id48_0003.mp4,1,850x476,335,30,train
Celeb-synthesis\id43_id41_0005.mp4,0,848x474,333,30,train
Celeb-synthesis\id4_id28_0008.mp4,0,944x500,326,30,train
Celeb-synthesis\id50_id54_0001.mp4,0,856x478,383,30,train
Celeb-synthesis\id46_id45_0009.mp4,0,826x474,308,30,train
Celeb-synthesis\id26_id2_0006.mp4,0,834x458,307,30,train
Celeb-synthesis\id46_id44_0003.mp4,0,744x466,291,30,train
Celeb-synthesis\id20_id29_0006.mp4,0,844x452,328,30,train
Celeb-synthesis\id53_id57_0004.mp4,0,856x478,477,30,train
Celeb-synthesis\id41_id48_0009.mp4,0,844x474,315,30,train
Celeb-synthesis\id26_id20_0000.mp4,0,848x472,327,30,train
Celeb-synthesis\id56_id57_0002.mp4,0,856x478,362,30,train
Celeb-synthesis\id21_id20_0008.mp4,0,472x500,322,30,train
Celeb-synthesis\id9_id30_0006.mp4,0,944x500,401,30,train
Celeb-synthesis\id54_id53_0000.mp4,0,856x478,483,30,train
YouTube-real\00242.mp4,1,892x500,442,30,train
Celeb-synthesis\id17_id3_0001.mp4,0,532x500,315,30,train
Celeb-synthesis\id34_id37_0007.mp4,0,848x466,470,30,train
Celeb-synthesis\id13_id7_0005.mp4,0,668x500,309,30,train
Celeb-synthesis\id16_id17_0010.mp4,0,950x500,325,30,train
Celeb-synthesis\id48_id42_0009.mp4,0,844x472,338,30,train
Celeb-synthesis\id16_id31_0013.mp4,0,590x500,311,30,train
Celeb-synthesis\id49_id58_0004.mp4,0,856x478,414,30,train
Celeb-synthesis\id20_id19_0002.mp4,0,620x500,311,30,train
Celeb-synthesis\id6_id0_0000.mp4,0,944x500,630,30,train
Celeb-synthesis\id8_id7_0008.mp4,0,944x500,570,30,train
Celeb-synthesis\id48_id43_0009.mp4,0,844x472,338,30,train
Celeb-synthesis\id0_id2_0001.mp4,0,944x500,303,30,train
Celeb-synthesis\id39_id47_0000.mp4,0,840x406,321,30,train
Celeb-synthesis\id44_id47_0000.mp4,0,666x500,305,30,train
Celeb-synthesis\id37_id26_0005.mp4,0,856x478,458,30,train
Celeb-real\id7_0005.mp4,1,942x500,161,30,train
Celeb-synthesis\id30_id23_0009.mp4,0,850x472,479,30,train
Celeb-synthesis\id23_id27_0006.mp4,0,636x480,314,30,train
Celeb-synthesis\id28_id22_0007.mp4,0,684x500,301,30,train
Celeb-synthesis\id25_id26_0004.mp4,0,850x472,327,30,train
Celeb-synthesis\id8_id3_0003.mp4,0,944x500,399,30,train
Celeb-synthesis\id16_id9_0011.mp4,0,456x500,272,30,train
Celeb-synthesis\id30_id38_0004.mp4,0,850x472,404,30,train
Celeb-synthesis\id35_id28_0003.mp4,0,848x466,454,30,train
Celeb-synthesis\id41_id48_0002.mp4,0,844x474,332,30,train
Celeb-synthesis\id26_id38_0004.mp4,0,848x472,350,30,train
Celeb-synthesis\id2_id35_0001.mp4,0,608x500,376,30,train
Celeb-real\id58_0004.mp4,1,856x478,460,30,train
Celeb-synthesis\id58_id51_0003.mp4,0,856x478,501,30,train
Celeb-synthesis\id30_id4_0005.mp4,0,850x472,448,30,train
Celeb-synthesis\id6_id28_0004.mp4,0,944x500,458,30,train
Celeb-synthesis\id54_id56_0007.mp4,0,856x478,571,30,train
YouTube-real\00050.mp4,1,888x500,470,30,train
Celeb-synthesis\id37_id29_0005.mp4,0,856x478,458,30,train
Celeb-real\id1_0000.mp4,1,582x500,371,30,train
Celeb-synthesis\id2_id20_0007.mp4,0,638x500,470,30,train
Celeb-synthesis\id6_id17_0008.mp4,0,944x500,381,30,train
Celeb-synthesis\id21_id25_0005.mp4,0,812x456,165,30,train
Celeb-synthesis\id26_id35_0005.mp4,0,526x474,336,30,train
Celeb-synthesis\id31_id37_0006.mp4,0,850x472,365,30,train
Celeb-synthesis\id23_id34_0007.mp4,0,814x464,306,30,train
Celeb-synthesis\id20_id33_0003.mp4,0,844x452,337,30,train
Celeb-synthesis\id29_id26_0005.mp4,0,852x480,468,30,train
Celeb-synthesis\id53_id56_0000.mp4,0,856x478,473,30,train
Celeb-synthesis\id3_id9_0006.mp4,0,568x500,409,30,train
Celeb-real\id57_0007.mp4,1,856x478,441,30,train
Celeb-synthesis\id54_id55_0005.mp4,0,856x478,266,30,train
Celeb-real\id22_0001.mp4,1,846x476,310,30,train
Celeb-synthesis\id40_id43_0008.mp4,0,848x478,310,30,train
Celeb-synthesis\id39_id40_0007.mp4,0,846x478,334,30,train
Celeb-synthesis\id50_id55_0004.mp4,0,856x478,473,30,train
Celeb-synthesis\id26_id25_0003.mp4,0,848x472,249,30,train
Celeb-synthesis\id33_id28_0004.mp4,0,848x466,417,30,train
Celeb-synthesis\id17_id26_0006.mp4,0,894x500,201,30,train
Celeb-synthesis\id60_id59_0002.mp4,0,856x478,330,30,train
Celeb-synthesis\id28_id31_0007.mp4,0,684x500,301,30,train
Celeb-synthesis\id28_id6_0001.mp4,0,846x474,333,30,train
Celeb-synthesis\id32_id29_0006.mp4,0,848x466,464,30,train
Celeb-synthesis\id4_id6_0004.mp4,0,944x500,439,30,train
Celeb-synthesis\id33_id30_0009.mp4,0,848x466,455,30,train
Celeb-synthesis\id21_id23_0001.mp4,0,852x480,262,30,train
Celeb-synthesis\id60_id5_0000.mp4,0,856x478,477,30,train
